Period,Sector,ABN,Institution Name,Service Channel Type,State,sa4_code,sa3_code,sa2_code,suburb,Lat,Lon,ra_code,Number
30/06/2024,MAJ,33007457141,Westpac Banking Corporation,ATMs,SA,Adelaide - Central and Hills,Adelaide City,Adelaide,Adelaide,-34.930122,138.596924,Major Cities of Australia,2
30/06/2024,MAJ,33007457141,Westpac Banking Corporation,ATMs,SA,Adelaide - Central and Hills,Adelaide City,Adelaide,Adelaide,-34.925165,138.599424,Major Cities of Australia,2
30/06/2024,MAJ,33007457141,Westpac Banking Corporation,ATMs,SA,Adelaide - Central and Hills,Adelaide City,Adelaide,Adelaide,-34.924073,138.599935,Major Cities of Australia,2
30/06/2024,MAJ,33007457141,Westpac Banking Corporation,ATMs,SA,Adelaide - Central and Hills,Adelaide City,Adelaide,Adelaide,-34.923179,138.600173,Major Cities of Australia,4
30/06/2024,MAJ,33007457141,Westpac Banking Corporation,ATMs,SA,Adelaide - Central and Hills,Adelaide Hills,Aldgate - Stirling,Stirling (SA),-35.00518,138.716216,Major Cities of Australia,1
30/06/2024,MAJ,33007457141,Westpac Banking Corporation,ATMs,SA,Adelaide - Central and Hills,Adelaide Hills,Lobethal - Woodside,Woodside (SA),-34.952443,138.87546,Inner Regional Australia,1
30/06/2024,MAJ,33007457141,Westpac Banking Corporation,ATMs,SA,Adelaide - Central and Hills,Adelaide Hills,Mount Barker,Mount Barker (SA),-35.067574,138.858119,Major Cities of Australia,1
30/06/2024,MAJ,33007457141,Westpac Banking Corporation,ATMs,SA,Adelaide - Central and Hills,Adelaide Hills,Mount Barker,Mount Barker (SA),-35.06667,138.85948,Major Cities of Australia,1
30/06/2024,MAJ,33007457141,Westpac Banking Corporation,ATMs,SA,Adelaide - Central and Hills,Burnside,Toorak Gardens,Glenside,-34.941194,138.641461,Major Cities of Australia,1
30/06/2024,MAJ,33007457141,Westpac Banking Corporation,ATMs,SA,Adelaide - Central and Hills,Norwood - Payneham - St Peters,Norwood (SA),Norwood (SA),-34.921115,138.633749,Major Cities of Australia,2
30/06/2024,MAJ,33007457141,Westpac Banking Corporation,ATMs,SA,Adelaide - Central and Hills,Norwood - Payneham - St Peters,Norwood (SA),Norwood (SA),-34.921087,138.634868,Major Cities of Australia,2
30/06/2024,MAJ,33007457141,Westpac Banking Corporation,ATMs,SA,Adelaide - Central and Hills,Prospect - Walkerville,Prospect,Prospect (SA),-34.88631,138.60019,Major Cities of Australia,2
30/06/2024,MAJ,33007457141,Westpac Banking Corporation,ATMs,SA,Adelaide - Central and Hills,Prospect - Walkerville,Prospect,Prospect (SA),-34.875871,138.601493,Major Cities of Australia,1
30/06/2024,MAJ,33007457141,Westpac Banking Corporation,ATMs,SA,Adelaide - Central and Hills,Prospect - Walkerville,Prospect,Prospect (SA),-34.875841,138.601819,Major Cities of Australia,1
30/06/2024,MAJ,33007457141,Westpac Banking Corporation,ATMs,SA,Adelaide - Central and Hills,Unley,Unley - Parkside,Unley,-34.950959,138.606719,Major Cities of Australia,2
30/06/2024,MAJ,33007457141,Westpac Banking Corporation,ATMs,SA,Adelaide - North,Gawler - Two Wells,Gawler - South,Gawler (SA),-34.599443,138.749365,Major Cities of Australia,2
30/06/2024,MAJ,33007457141,Westpac Banking Corporation,ATMs,SA,Adelaide - North,Playford,Elizabeth,Elizabeth,-34.7194,138.667093,Major Cities of Australia,2
30/06/2024,MAJ,33007457141,Westpac Banking Corporation,ATMs,SA,Adelaide - North,Salisbury,Ingle Farm,Ingle Farm,-34.82996,138.647358,Major Cities of Australia,1
30/06/2024,MAJ,33007457141,Westpac Banking Corporation,ATMs,SA,Adelaide - North,Salisbury,Salisbury,Salisbury (SA),-34.761819,138.647426,Major Cities of Australia,2
30/06/2024,MAJ,33007457141,Westpac Banking Corporation,ATMs,SA,Adelaide - North,Tea Tree Gully,Golden Grove,Golden Grove,-34.790536,138.69483,Major Cities of Australia,2
30/06/2024,MAJ,33007457141,Westpac Banking Corporation,ATMs,SA,Adelaide - North,Tea Tree Gully,Hope Valley - Modbury,Modbury,-34.832483,138.686108,Major Cities of Australia,1
30/06/2024,MAJ,33007457141,Westpac Banking Corporation,ATMs,SA,Adelaide - North,Tea Tree Gully,Hope Valley - Modbury,Modbury,-34.832287,138.685317,Major Cities of Australia,1
30/06/2024,MAJ,33007457141,Westpac Banking Corporation,ATMs,SA,Adelaide - South,Holdfast Bay,Glenelg (SA),Glenelg (SA),-34.980422,138.514551,Major Cities of Australia,1
30/06/2024,MAJ,33007457141,Westpac Banking Corporation,ATMs,SA,Adelaide - South,Marion,Edwardstown,Edwardstown,-34.981891,138.572972,Major Cities of Australia,2
30/06/2024,MAJ,33007457141,Westpac Banking Corporation,ATMs,SA,Adelaide - South,Marion,Mitchell Park,Bedford Park,-35.0173,138.567,Major Cities of Australia,1
30/06/2024,MAJ,33007457141,Westpac Banking Corporation,ATMs,SA,Adelaide - South,Marion,Warradale,Seacombe Gardens,-35.017947,138.545898,Major Cities of Australia,1
30/06/2024,MAJ,33007457141,Westpac Banking Corporation,ATMs,SA,Adelaide - South,Mitcham,Blackwood,Blackwood (SA),-35.020982,138.616908,Major Cities of Australia,1
30/06/2024,MAJ,33007457141,Westpac Banking Corporation,ATMs,SA,Adelaide - South,Onkaparinga,Christie Downs,Noarlunga Centre,-35.140094,138.493679,Major Cities of Australia,2
30/06/2024,MAJ,33007457141,Westpac Banking Corporation,ATMs,SA,Adelaide - South,Onkaparinga,Reynella,Reynella,-35.105087,138.522271,Major Cities of Australia,1
30/06/2024,MAJ,33007457141,Westpac Banking Corporation,ATMs,SA,Adelaide - West,Charles Sturt,West Lakes,West Lakes,-34.8800233,138.4909094,Major Cities of Australia,4
30/06/2024,MAJ,33007457141,Westpac Banking Corporation,ATMs,SA,Adelaide - West,Charles Sturt,Woodville - Cheltenham,Kilkenny,-34.87442,138.549187,Major Cities of Australia,2
30/06/2024,MAJ,33007457141,Westpac Banking Corporation,ATMs,SA,Adelaide - West,West Torrens,Lockleys,Lockleys,-34.919448,138.537502,Major Cities of Australia,1
30/06/2024,MAJ,33007457141,Westpac Banking Corporation,ATMs,SA,Adelaide - West,West Torrens,Richmond (SA),Mile End,-34.924455,138.562817,Major Cities of Australia,2
30/06/2024,MAJ,33007457141,Westpac Banking Corporation,ATMs,ACT,Australian Capital Territory,Belconnen,Belconnen,Belconnen,-35.237906,149.0667,Major Cities of Australia,2
30/06/2024,MAJ,33007457141,Westpac Banking Corporation,ATMs,ACT,Australian Capital Territory,Belconnen,Belconnen,Belconnen,-35.23766,149.066706,Major Cities of Australia,2
30/06/2024,MAJ,33007457141,Westpac Banking Corporation,ATMs,ACT,Australian Capital Territory,Gungahlin,Gungahlin,Gungahlin,-35.18553,149.134111,Major Cities of Australia,1
30/06/2024,MAJ,33007457141,Westpac Banking Corporation,ATMs,ACT,Australian Capital Territory,Gungahlin,Gungahlin,Gungahlin,-35.185319,149.134445,Major Cities of Australia,2
30/06/2024,MAJ,33007457141,Westpac Banking Corporation,ATMs,ACT,Australian Capital Territory,North Canberra,Civic,City,-35.278945,149.133001,Major Cities of Australia,2
30/06/2024,MAJ,33007457141,Westpac Banking Corporation,ATMs,ACT,Australian Capital Territory,North Canberra,Dickson,Dickson,-35.249933,149.137708,Major Cities of Australia,2
30/06/2024,MAJ,33007457141,Westpac Banking Corporation,ATMs,ACT,Australian Capital Territory,South Canberra,Griffith (ACT),Griffith (ACT),-35.320248,149.133281,Major Cities of Australia,2
30/06/2024,MAJ,33007457141,Westpac Banking Corporation,ATMs,ACT,Australian Capital Territory,South Canberra,Parkes (ACT) - South,Capital Hill,-35.3076,149.125258,Major Cities of Australia,1
30/06/2024,MAJ,33007457141,Westpac Banking Corporation,ATMs,ACT,Australian Capital Territory,Tuggeranong,Greenway,Greenway,-35.417237,149.067239,Major Cities of Australia,2
30/06/2024,MAJ,33007457141,Westpac Banking Corporation,ATMs,ACT,Australian Capital Territory,Woden Valley,Phillip,Phillip,-35.346325,149.086566,Major Cities of Australia,3
30/06/2024,MAJ,33007457141,Westpac Banking Corporation,ATMs,ACT,Australian Capital Territory,Woden Valley,Phillip,Phillip,-35.345383,149.086201,Major Cities of Australia,2
30/06/2024,MAJ,33007457141,Westpac Banking Corporation,ATMs,VIC,Ballarat,Ballarat,Ballarat,Ballarat Central,-37.563152,143.855362,Inner Regional Australia,2
30/06/2024,MAJ,33007457141,Westpac Banking Corporation,ATMs,VIC,Ballarat,Ballarat,Ballarat,Ballarat Central,-37.561365,143.856086,Inner Regional Australia,2
30/06/2024,MAJ,33007457141,Westpac Banking Corporation,ATMs,SA,Barossa - Yorke - Mid North,Barossa,Nuriootpa,Nuriootpa,-34.472407,138.996097,Inner Regional Australia,1
30/06/2024,MAJ,33007457141,Westpac Banking Corporation,ATMs,SA,Barossa - Yorke - Mid North,Barossa,Tanunda,Tanunda,-34.524416,138.960102,Inner Regional Australia,1
30/06/2024,MAJ,33007457141,Westpac Banking Corporation,ATMs,SA,Barossa - Yorke - Mid North,Lower North,Clare,Clare (SA),-33.834479,138.61271,Inner Regional Australia,1
30/06/2024,MAJ,33007457141,Westpac Banking Corporation,ATMs,SA,Barossa - Yorke - Mid North,Mid North,Port Pirie,Port Pirie,-33.179112,138.00941,Outer Regional Australia,1
30/06/2024,MAJ,33007457141,Westpac Banking Corporation,ATMs,SA,Barossa - Yorke - Mid North,Yorke Peninsula,Kadina,Kadina,-33.964536,137.714098,Outer Regional Australia,1
30/06/2024,MAJ,33007457141,Westpac Banking Corporation,ATMs,SA,Barossa - Yorke - Mid North,Yorke Peninsula,Moonta,Moonta,-34.067679,137.591089,Outer Regional Australia,1
30/06/2024,MAJ,33007457141,Westpac Banking Corporation,ATMs,SA,Barossa - Yorke - Mid North,Yorke Peninsula,Yorke Peninsula - North,Minlaton,-34.771168,137.595757,Outer Regional Australia,1
30/06/2024,MAJ,33007457141,Westpac Banking Corporation,ATMs,SA,Barossa - Yorke - Mid North,Yorke Peninsula,Yorke Peninsula - North,Ardrossan,-34.423522,137.91873,Outer Regional Australia,1
30/06/2024,MAJ,33007457141,Westpac Banking Corporation,ATMs,VIC,Bendigo,Bendigo,Bendigo,Bendigo,-36.760926,144.280461,Inner Regional Australia,2
30/06/2024,MAJ,33007457141,Westpac Banking Corporation,ATMs,QLD,Brisbane - East,Capalaba,Capalaba,Capalaba,-27.520749,153.191021,Major Cities of Australia,2
30/06/2024,MAJ,33007457141,Westpac Banking Corporation,ATMs,QLD,Brisbane - East,Cleveland - Stradbroke,Cleveland,Cleveland (Qld),-27.526094,153.267337,Major Cities of Australia,2
30/06/2024,MAJ,33007457141,Westpac Banking Corporation,ATMs,QLD,Brisbane - North,Chermside,Aspley,Aspley,-27.362522,153.016752,Major Cities of Australia,1
30/06/2024,MAJ,33007457141,Westpac Banking Corporation,ATMs,QLD,Brisbane - North,Chermside,Chermside,Chermside,-27.385263,153.032891,Major Cities of Australia,2
30/06/2024,MAJ,33007457141,Westpac Banking Corporation,ATMs,QLD,Brisbane - North,Chermside,Chermside,Chermside,-27.384159,153.032441,Major Cities of Australia,2
30/06/2024,MAJ,33007457141,Westpac Banking Corporation,ATMs,QLD,Brisbane - South,Carindale,Carindale,Carindale,-27.503507,153.101441,Major Cities of Australia,2
30/06/2024,MAJ,33007457141,Westpac Banking Corporation,ATMs,QLD,Brisbane - South,Holland Park - Yeronga,Annerley,Annerley,-27.510678,153.032474,Major Cities of Australia,1
30/06/2024,MAJ,33007457141,Westpac Banking Corporation,ATMs,QLD,Brisbane - South,Mt Gravatt,Upper Mount Gravatt,Upper Mount Gravatt,-27.562631,153.083164,Major Cities of Australia,2
30/06/2024,MAJ,33007457141,Westpac Banking Corporation,ATMs,QLD,Brisbane - South,Mt Gravatt,Upper Mount Gravatt,Upper Mount Gravatt,-27.562442,153.083042,Major Cities of Australia,2
30/06/2024,MAJ,33007457141,Westpac Banking Corporation,ATMs,QLD,Brisbane - South,Nathan,Robertson,Sunnybank,-27.57008,153.062843,Major Cities of Australia,2
30/06/2024,MAJ,33007457141,Westpac Banking Corporation,ATMs,QLD,Brisbane - South,Rocklea - Acacia Ridge,Calamvale - Stretton,Calamvale,-27.612981,153.053392,Major Cities of Australia,1
30/06/2024,MAJ,33007457141,Westpac Banking Corporation,ATMs,QLD,Brisbane - South,Rocklea - Acacia Ridge,Calamvale - Stretton,Calamvale,-27.612803,153.05428,Major Cities of Australia,1
30/06/2024,MAJ,33007457141,Westpac Banking Corporation,ATMs,QLD,Brisbane - South,Sunnybank,Sunnybank,Sunnybank,-27.573031,153.064247,Major Cities of Australia,2
30/06/2024,MAJ,33007457141,Westpac Banking Corporation,ATMs,QLD,Brisbane - West,Centenary,Jindalee - Mount Ommaney,Mount Ommaney,-27.549329,152.939794,Major Cities of Australia,1
30/06/2024,MAJ,33007457141,Westpac Banking Corporation,ATMs,QLD,Brisbane - West,Sherwood - Indooroopilly,Indooroopilly,Indooroopilly,-27.499843,152.972434,Major Cities of Australia,2
30/06/2024,MAJ,33007457141,Westpac Banking Corporation,ATMs,QLD,Brisbane - West,The Gap - Enoggera,Mitchelton,Mitchelton,-27.408976,152.978775,Major Cities of Australia,1
30/06/2024,MAJ,33007457141,Westpac Banking Corporation,ATMs,QLD,Brisbane Inner City,Brisbane Inner,Brisbane City,Brisbane City,-27.470764,153.023562,Major Cities of Australia,2
30/06/2024,MAJ,33007457141,Westpac Banking Corporation,ATMs,QLD,Brisbane Inner City,Brisbane Inner,Brisbane City,Brisbane City,-27.47041,153.024034,Major Cities of Australia,3
30/06/2024,MAJ,33007457141,Westpac Banking Corporation,ATMs,QLD,Brisbane Inner City,Brisbane Inner,Brisbane City,Brisbane City,-27.467798,153.027348,Major Cities of Australia,3
30/06/2024,MAJ,33007457141,Westpac Banking Corporation,ATMs,QLD,Brisbane Inner City,Brisbane Inner - North,Ascot,Ascot (Brisbane - Qld),-27.435516,153.065202,Major Cities of Australia,2
30/06/2024,MAJ,33007457141,Westpac Banking Corporation,ATMs,QLD,Brisbane Inner City,Brisbane Inner - West,Ashgrove,Ashgrove,-27.44528,152.993676,Major Cities of Australia,2
30/06/2024,MAJ,33007457141,Westpac Banking Corporation,ATMs,WA,Bunbury,Augusta - Margaret River - Busselton,Busselton - East,Busselton,-33.649851,115.344256,Inner Regional Australia,2
30/06/2024,MAJ,33007457141,Westpac Banking Corporation,ATMs,WA,Bunbury,Augusta - Margaret River - Busselton,Busselton Surrounds,Dunsborough,-33.616275,115.103896,Inner Regional Australia,1
30/06/2024,MAJ,33007457141,Westpac Banking Corporation,ATMs,WA,Bunbury,Augusta - Margaret River - Busselton,Margaret River,Margaret River (WA),-33.950651,115.074077,Inner Regional Australia,1
30/06/2024,MAJ,33007457141,Westpac Banking Corporation,ATMs,WA,Bunbury,Bunbury,Harvey,Harvey,-33.080233,115.89577,Inner Regional Australia,1
30/06/2024,MAJ,33007457141,Westpac Banking Corporation,ATMs,WA,Bunbury,Bunbury,South Bunbury - Bunbury,Bunbury (WA),-33.325779,115.636845,Inner Regional Australia,2
30/06/2024,MAJ,33007457141,Westpac Banking Corporation,ATMs,WA,Bunbury,Manjimup,Manjimup,Manjimup,-34.240802,116.145261,Outer Regional Australia,1
30/06/2024,MAJ,33007457141,Westpac Banking Corporation,ATMs,QLD,Cairns,Cairns - North,Trinity Beach - Smithfield,Smithfield (Qld),-16.835375,145.692101,Outer Regional Australia,1
30/06/2024,MAJ,33007457141,Westpac Banking Corporation,ATMs,QLD,Cairns,Cairns - South,Cairns City,Cairns City,-16.924295,145.770906,Outer Regional Australia,2
30/06/2024,MAJ,33007457141,Westpac Banking Corporation,ATMs,QLD,Cairns,Cairns - South,Earlville - Bayview Heights,Earlville,-16.943848,145.738927,Outer Regional Australia,1
30/06/2024,MAJ,33007457141,Westpac Banking Corporation,ATMs,QLD,Cairns,Innisfail - Cassowary Coast,Innisfail,Innisfail,-17.524204,146.030145,Outer Regional Australia,1
30/06/2024,MAJ,33007457141,Westpac Banking Corporation,ATMs,QLD,Cairns,Innisfail - Cassowary Coast,Tully,Tully,-17.933924,145.925195,Outer Regional Australia,1
30/06/2024,MAJ,33007457141,Westpac Banking Corporation,ATMs,QLD,Cairns,Tablelands (East) - Kuranda,Atherton,Atherton,-17.265277,145.476495,Outer Regional Australia,1
30/06/2024,MAJ,33007457141,Westpac Banking Corporation,ATMs,QLD,Cairns,Tablelands (East) - Kuranda,Mareeba,Mareeba,-16.99457,145.422399,Outer Regional Australia,1
30/06/2024,MAJ,33007457141,Westpac Banking Corporation,ATMs,NSW,Capital Region,Goulburn - Mulwaree,Goulburn,Goulburn,-34.752643,149.719867,Inner Regional Australia,2
30/06/2024,MAJ,33007457141,Westpac Banking Corporation,ATMs,NSW,Capital Region,Queanbeyan,Queanbeyan,Queanbeyan,-35.353456,149.234649,Major Cities of Australia,2
30/06/2024,MAJ,33007457141,Westpac Banking Corporation,ATMs,NSW,Capital Region,Snowy Mountains,Cooma,Cooma (NSW),-36.235531,149.124592,Inner Regional Australia,1
30/06/2024,MAJ,33007457141,Westpac Banking Corporation,ATMs,NSW,Capital Region,Snowy Mountains,Jindabyne - Berridale,Jindabyne,-36.415471,148.620182,Outer Regional Australia,1
30/06/2024,MAJ,33007457141,Westpac Banking Corporation,ATMs,NSW,Capital Region,South Coast,Batemans Bay,Batemans Bay,-35.70653,150.178157,Inner Regional Australia,1
30/06/2024,MAJ,33007457141,Westpac Banking Corporation,ATMs,NSW,Capital Region,South Coast,Bega - Tathra,Bega,-36.674171,149.843528,Outer Regional Australia,1
30/06/2024,MAJ,33007457141,Westpac Banking Corporation,ATMs,NSW,Capital Region,South Coast,Merimbula - Tura Beach,Merimbula,-36.888695,149.910505,Outer Regional Australia,1
30/06/2024,MAJ,33007457141,Westpac Banking Corporation,ATMs,NSW,Capital Region,Young - Yass,Young,Young,-34.313279,148.296606,Inner Regional Australia,1
30/06/2024,MAJ,33007457141,Westpac Banking Corporation,ATMs,NSW,Central Coast,Gosford,Erina - Green Point,Erina,-33.438522,151.395398,Major Cities of Australia,2
30/06/2024,MAJ,33007457141,Westpac Banking Corporation,ATMs,NSW,Central Coast,Gosford,Erina - Green Point,Erina,-33.437127,151.391867,Major Cities of Australia,2
30/06/2024,MAJ,33007457141,Westpac Banking Corporation,ATMs,NSW,Central Coast,Gosford,Gosford - Springfield,Gosford,-33.426666,151.342065,Major Cities of Australia,2
30/06/2024,MAJ,33007457141,Westpac Banking Corporation,ATMs,NSW,Central Coast,Gosford,Woy Woy - Blackwall,Woy Woy,-33.485486,151.3247,Major Cities of Australia,2
30/06/2024,MAJ,33007457141,Westpac Banking Corporation,ATMs,NSW,Central Coast,Wyong,Bateau Bay - Killarney Vale,Bateau Bay,-33.37497,151.472886,Major Cities of Australia,1
30/06/2024,MAJ,33007457141,Westpac Banking Corporation,ATMs,NSW,Central Coast,Wyong,Bateau Bay - Killarney Vale,Bateau Bay,-33.374118,151.472967,Major Cities of Australia,1
30/06/2024,MAJ,33007457141,Westpac Banking Corporation,ATMs,NSW,Central Coast,Wyong,Gorokan - Kanwal - Charmhaven,Lake Haven,-33.24177,151.503865,Major Cities of Australia,2
30/06/2024,MAJ,33007457141,Westpac Banking Corporation,ATMs,NSW,Central Coast,Wyong,Tuggerah - Kangy Angy,Tuggerah,-33.308097,151.412405,Major Cities of Australia,1
30/06/2024,MAJ,33007457141,Westpac Banking Corporation,ATMs,NSW,Central Coast,Wyong,Tuggerah - Kangy Angy,Tuggerah,-33.307469,151.410917,Major Cities of Australia,2
30/06/2024,MAJ,33007457141,Westpac Banking Corporation,ATMs,QLD,Central Queensland,Biloela,Biloela,Biloela,-24.400847,150.51209,Outer Regional Australia,1
30/06/2024,MAJ,33007457141,Westpac Banking Corporation,ATMs,QLD,Central Queensland,Central Highlands (Qld),Emerald,Emerald (Qld),-23.525991,148.161716,Outer Regional Australia,1
30/06/2024,MAJ,33007457141,Westpac Banking Corporation,ATMs,QLD,Central Queensland,Gladstone,Gladstone,Gladstone Central,-23.842009,151.255211,Inner Regional Australia,2
30/06/2024,MAJ,33007457141,Westpac Banking Corporation,ATMs,QLD,Central Queensland,Rockhampton,Park Avenue,Park Avenue,-23.353181,150.522733,Inner Regional Australia,2
30/06/2024,MAJ,33007457141,Westpac Banking Corporation,ATMs,QLD,Central Queensland,Rockhampton,Yeppoon,Yeppoon,-23.129073,150.747783,Inner Regional Australia,1
30/06/2024,MAJ,33007457141,Westpac Banking Corporation,ATMs,NSW,Central West,Bathurst,Bathurst - South,Bathurst,-33.418059,149.580803,Inner Regional Australia,2
30/06/2024,MAJ,33007457141,Westpac Banking Corporation,ATMs,NSW,Central West,Lachlan Valley,Cowra,Cowra,-33.834198,148.688994,Inner Regional Australia,1
30/06/2024,MAJ,33007457141,Westpac Banking Corporation,ATMs,NSW,Central West,Lachlan Valley,Forbes,Forbes (NSW),-33.384183,148.008648,Outer Regional Australia,1
